Id,Category
9048,19
9049,26
9050,14
9051,3
9052,11
9053,6
9054,20
9055,20
9056,26
9057,9
9058,24
9059,19
9060,19
9061,20
9062,14
9063,22
9064,19
9065,19
9066,14
9067,13
9068,19
9069,19
9070,3
9071,26
9072,24
9073,19
9074,19
9075,6
9076,24
9077,19
9078,15
9079,26
9080,3
9081,3
9082,22
9083,3
9084,3
9085,19
9086,19
9087,19
9088,11
9089,26
9090,6
9091,19
9092,20
9093,20
9094,11
9095,3
9096,19
9097,22
9098,26
9099,19
9100,5
9101,19
9102,19
9103,19
9104,19
9105,20
9106,25
9107,19
9108,20
9109,22
9110,15
9111,19
9112,15
9113,20
9114,26
9115,6
9116,19
9117,14
9118,15
9119,27
9120,14
9121,11
9122,22
9123,6
9124,3
9125,19
9126,9
9127,21
9128,6
9129,26
9130,26
9131,19
9132,19
9133,22
9134,3
9135,19
9136,18
9137,20
9138,19
9139,11
9140,19
9141,19
9142,19
9143,15
9144,12
9145,20
9146,20
9147,19
9148,25
9149,9
9150,19
9151,5
9152,19
9153,19
9154,20
9155,22
9156,19
9157,19
9158,19
9159,19
9160,20
9161,20
9162,25
9163,19
9164,19
9165,19
9166,15
9167,19
9168,22
9169,20
9170,12
9171,19
9172,19
9173,20
9174,3
9175,14
9176,19
9177,12
9178,26
9179,20
9180,19
9181,12
9182,15
9183,15
9184,19
9185,19
9186,6
9187,19
9188,27
9189,24
9190,26
9191,19
9192,19
9193,19
9194,19
9195,25
9196,6
9197,3
9198,20
9199,19
9200,14
9201,19
9202,15
9203,6
9204,14
9205,14
9206,6
9207,19
9208,19
9209,14
9210,3
9211,19
9212,6
9213,6
9214,19
9215,3
9216,26
9217,19
9218,26
9219,11
9220,19
9221,15
9222,19
9223,19
9224,19
9225,26
9226,19
9227,19
9228,24
9229,20
9230,20
9231,19
9232,20
9233,19
9234,26
9235,19
9236,19
9237,19
9238,26
9239,19
9240,6
9241,14
9242,26
9243,14
9244,26
9245,13
9246,19
9247,19
9248,25
9249,12
9250,14
9251,3
9252,8
9253,20
9254,14
9255,8
9256,12
9257,19
9258,11
9259,3
9260,19
9261,14
9262,26
9263,10
9264,19
9265,1
9266,14
9267,26
9268,15
9269,19
9270,19
9271,5
9272,26
9273,26
9274,26
9275,19
9276,6
9277,26
9278,26
9279,14
9280,3
9281,26
9282,6
9283,26
9284,24
9285,25
9286,11
9287,6
9288,8
9289,26
9290,14
9291,12
9292,25
9293,26
9294,26
9295,20
9296,26
9297,14
9298,24
9299,26
9300,26
9301,20
9302,14
9303,15
9304,14
9305,19
9306,26
9307,19
9308,5
9309,26
9310,26
9311,15
9312,19
9313,14
9314,26
9315,19
9316,14
9317,26
9318,26
9319,25
9320,11
9321,13
9322,26
9323,19
9324,14
9325,26
9326,26
9327,26
9328,3
9329,26
9330,1
9331,19
9332,20
9333,19
9334,26
9335,19
9336,11
9337,26
9338,14
9339,19
9340,26
9341,26
9342,0
9343,24
9344,24
9345,24
9346,6
9347,1
9348,14
9349,13
9350,11
9351,20
9352,26
9353,14
9354,20
9355,24
9356,14
9357,19
9358,11
9359,6
9360,26
9361,11
9362,19
9363,20
9364,20
9365,13
9366,6
9367,5
9368,22
9369,14
9370,20
9371,26
9372,5
9373,18
9374,26
9375,3
9376,5
9377,26
9378,26
9379,22
9380,19
9381,6
9382,19
9383,19
9384,9
9385,15
9386,19
9387,11
9388,20
9389,18
9390,16
9391,26
9392,12
9393,1
9394,6
9395,14
9396,1
9397,14
9398,25
9399,3
9400,19
9401,19
9402,19
9403,19
9404,20
9405,6
9406,3
9407,19
9408,26
9409,8
9410,25
9411,18
9412,19
9413,19
9414,11
9415,6
9416,6
9417,8
9418,19
9419,18
9420,11
9421,24
9422,26
9423,22
9424,26
9425,20
9426,14
9427,14
9428,19
9429,20
9430,19
9431,15
9432,3
9433,26
9434,26
9435,20
9436,19
9437,26
9438,26
9439,7
9440,19
9441,14
9442,14
9443,8
9444,14
9445,18
9446,14
9447,14
9448,24
9449,19
9450,21
9451,3
9452,20
9453,26
9454,5
9455,19
9456,26
9457,19
9458,19
9459,6
9460,24
9461,19
9462,3
9463,14
9464,11
9465,12
9466,20
9467,19
9468,19
9469,12
9470,18
9471,26
9472,19
9473,19
9474,3
9475,20
9476,19
9477,14
9478,21
9479,20
9480,14
9481,6
9482,25
9483,19
9484,14
9485,14
9486,14
9487,19
9488,26
9489,24
9490,14
9491,3
9492,1
9493,14
9494,22
9495,8
9496,14
9497,6
9498,19
9499,24
9500,1
9501,11
9502,27
9503,18
9504,8
9505,19
9506,3
9507,27
9508,19
9509,6
9510,3
9511,14
9512,6
9513,22
9514,19
9515,7
9516,19
9517,5
9518,11
9519,22
9520,19
9521,6
9522,20
9523,6
9524,19
9525,19
9526,9
9527,20
9528,15
9529,19
9530,16
9531,14
9532,14
9533,14
9534,6
9535,6
9536,15
9537,22
9538,3
9539,3
9540,6
9541,6
9542,19
9543,20
9544,19
9545,22
9546,3
9547,19
9548,22
9549,18
9550,26
9551,14
9552,26
9553,13
9554,0
9555,13
9556,15
9557,6
9558,19
9559,19
9560,20
9561,3
9562,20
9563,6
9564,26
9565,19
9566,22
9567,14
9568,22
9569,27
9570,19
9571,25
9572,20
9573,5
9574,19
9575,14
9576,5
9577,19
9578,19
9579,24
9580,6
9581,14
9582,14
9583,22
9584,1
9585,11
9586,20
9587,27
9588,19
9589,14
9590,11
9591,17
9592,20
9593,19
9594,20
9595,1
9596,20
9597,14
9598,20
9599,18
9600,11
9601,26
9602,19
9603,12
9604,14
9605,19
9606,2
9607,5
9608,6
9609,19
9610,14
9611,24
9612,26
9613,22
9614,22
9615,11
9616,19
9617,14
9618,24
9619,3
9620,19
9621,14
9622,20
9623,25
9624,19
9625,1
9626,26
9627,14
9628,3
9629,15
9630,26
9631,19
9632,14
9633,12
9634,14
9635,11
9636,22
9637,19
9638,19
9639,15
9640,13
9641,8
9642,19
9643,14
9644,16
9645,22
9646,0
9647,18
9648,25
9649,14
9650,14
9651,13
9652,6
9653,11
9654,6
9655,26
9656,6
9657,1
9658,26
9659,19
9660,6
9661,26
9662,19
9663,22
9664,20
9665,22
9666,20
9667,19
9668,26
9669,11
9670,19
9671,22
9672,22
9673,3
9674,22
9675,15
9676,24
9677,11
9678,11
9679,19
9680,19
9681,19
9682,5
9683,14
9684,11
9685,8
9686,27
9687,11
9688,20
9689,11
9690,11
9691,25
9692,9
9693,19
9694,3
9695,21
9696,18
9697,3
9698,19
9699,22
9700,20
9701,19
9702,20
9703,27
9704,20
9705,14
9706,26
9707,13
9708,11
9709,11
9710,26
9711,14
9712,26
9713,3
9714,20
9715,26
9716,1
9717,19
9718,14
9719,26
9720,13
9721,26
9722,22
9723,20
9724,2
9725,12
9726,26
9727,19
9728,6
9729,19
9730,14
9731,27
9732,20
9733,11
9734,26
9735,19
9736,14
9737,18
9738,21
9739,14
9740,14
9741,6
9742,22
9743,19
9744,26
9745,11
9746,8
9747,12
9748,21
9749,26
9750,6
9751,8
9752,26
9753,3
9754,8
9755,14
9756,15
9757,3
9758,11
9759,6
9760,14
9761,3
9762,18
9763,27
9764,3
9765,14
9766,19
9767,27
9768,19
9769,19
9770,26
9771,11
9772,20
9773,19
9774,14
9775,27
9776,14
9777,19
9778,8
9779,19
9780,19
9781,14
9782,14
9783,19
9784,13
9785,19
9786,15
9787,11
9788,11
9789,12
9790,14
9791,14
9792,11
9793,19
9794,6
9795,6
9796,26
9797,11
9798,13
9799,13
9800,20
9801,20
9802,3
9803,19
9804,11
9805,5
9806,19
9807,20
9808,1
9809,18
9810,13
9811,25
9812,19
9813,14
9814,14
9815,19
9816,27
9817,14
9818,14
9819,19
9820,20
9821,6
9822,14
9823,19
9824,19
9825,5
9826,11
9827,22
9828,26
9829,19
9830,6
9831,1
9832,14
9833,14
9834,3
9835,19
9836,20
9837,14
9838,19
9839,19
9840,14
9841,0
9842,14
9843,15
9844,19
9845,19
9846,1
9847,1
9848,20
9849,24
9850,9
9851,11
9852,14
9853,3
9854,14
9855,11
9856,14
9857,14
9858,11
9859,19
9860,3
9861,19
9862,6
9863,20
9864,20
9865,22
9866,8
9867,26
9868,6
9869,26
9870,14
9871,14
9872,24
9873,11
9874,6
9875,14
9876,26
9877,19
9878,20
9879,0
9880,19
9881,13
9882,26
9883,14
9884,6
9885,19
9886,6
9887,26
9888,14
9889,19
9890,19
9891,7
9892,20
9893,24
9894,1
9895,22
9896,14
9897,14
9898,6
9899,3
9900,20
9901,24
9902,1
9903,18
9904,15
9905,14
9906,9
9907,11
9908,11
9909,19
9910,26
9911,19
9912,20
9913,19
9914,14
9915,14
9916,19
9917,25
9918,3
9919,14
9920,25
9921,24
9922,6
9923,11
9924,12
9925,6
9926,5
9927,19
9928,14
9929,20
9930,19
9931,19
9932,14
9933,11
9934,11
9935,26
9936,19
9937,20
9938,20
9939,3
9940,5
9941,19
9942,25
9943,14
9944,14
9945,14
9946,6
9947,15
9948,19
9949,20
9950,14
9951,14
9952,11
9953,6
9954,2
9955,3
9956,8
9957,19
9958,19
9959,13
9960,20
9961,20
9962,3
9963,11
9964,14
9965,14
9966,19
9967,14
9968,14
9969,14
9970,5
9971,19
9972,9
9973,20
9974,9
9975,6
9976,19
9977,11
9978,11
9979,15
9980,14
9981,9
9982,26
9983,19
9984,6
9985,22
9986,19
9987,19
9988,14
9989,3
9990,9
9991,14
9992,24
9993,19
9994,19
9995,19
9996,14
9997,26
9998,24
9999,11
10000,19
10001,26
10002,19
10003,14
10004,13
10005,25
10006,19
10007,11
10008,14
10009,6
10010,19
10011,19
10012,6
10013,20
10014,6
10015,2
10016,14
10017,1
10018,3
10019,3
10020,22
10021,26
10022,14
10023,26
10024,1
10025,27
10026,15
10027,19
10028,22
10029,25
10030,13
10031,14
10032,19
10033,14
10034,11
10035,15
10036,27
10037,14
10038,19
10039,14
10040,14
10041,3
10042,5
10043,17
10044,26
10045,20
10046,19
10047,14
10048,26
10049,19
10050,14
10051,11
10052,11
10053,19
10054,19
10055,14
10056,6
10057,25
10058,6
10059,11
10060,19
10061,22
10062,14
10063,14
10064,0
10065,26
10066,14
10067,9
10068,26
10069,22
10070,11
10071,3
10072,20
10073,14
10074,26
10075,25
10076,19
10077,14
10078,6
10079,20
10080,3
10081,13
10082,26
10083,20
10084,22
10085,14
10086,26
10087,14
10088,1
10089,19
10090,14
10091,11
10092,19
10093,24
10094,19
10095,20
10096,8
10097,26
10098,11
10099,19
10100,2
10101,27
10102,19
10103,3
10104,20
10105,22
10106,26
10107,19
10108,19
10109,11
10110,19
10111,20
10112,6
10113,22
10114,14
10115,25
10116,6
10117,22
10118,19
10119,6
10120,3
10121,8
10122,19
10123,3
10124,8
10125,26
10126,19
10127,11
10128,11
10129,14
10130,20
10131,14
10132,6
10133,22
10134,14
10135,19
10136,5
10137,11
10138,26
10139,14
10140,19
10141,15
10142,19
10143,14
10144,19
10145,14
10146,11
10147,19
10148,19
10149,19
10150,11
10151,20
10152,14
10153,14
10154,11
10155,27
10156,14
10157,20
10158,9
10159,25
10160,1
10161,24
10162,20
10163,19
10164,6
10165,14
10166,14
10167,11
10168,25
10169,26
10170,20
10171,14
10172,10
10173,14
10174,27
10175,19
10176,3
10177,18
10178,5
10179,20
10180,11
10181,19
10182,19
10183,3
10184,20
10185,19
10186,3
10187,19
10188,11
10189,22
10190,6
10191,3
10192,26
10193,6
10194,14
10195,24
10196,3
10197,24
10198,3
10199,14
10200,14
10201,19
10202,19
10203,14
10204,1
10205,26
10206,19
10207,19
10208,19
10209,6
10210,19
10211,26
10212,14
10213,26
10214,6
10215,22
10216,3
10217,20
10218,22
10219,14
10220,26
10221,11
10222,14
10223,15
10224,9
10225,26
10226,19
10227,20
10228,20
10229,26
10230,19
10231,14
10232,19
10233,3
10234,26
10235,19
10236,14
10237,14
10238,20
10239,6
10240,14
10241,20
10242,1
10243,3
10244,19
10245,5
10246,11
10247,19
10248,3
10249,20
10250,19
10251,14
10252,19
10253,19
10254,20
10255,6
10256,16
10257,19
10258,26
10259,26
10260,19
10261,19
10262,19
10263,19
10264,26
10265,19
10266,19
10267,19
10268,19
10269,26
10270,19
10271,15
10272,11
10273,11
10274,6
10275,19
10276,26
10277,20
10278,14
10279,5
10280,24
10281,19
10282,11
10283,14
10284,3
10285,19
10286,6
10287,14
10288,20
10289,26
10290,19
10291,19
10292,14
10293,25
10294,3
10295,20
10296,20
10297,20
10298,20
10299,3
10300,20
10301,11
10302,26
10303,14
10304,19
10305,25
10306,8
10307,11
10308,20
10309,12
10310,14
10311,15
10312,26
10313,19
10314,14
10315,11
10316,27
10317,19
10318,14
10319,9
10320,22
10321,8
10322,6
10323,19
10324,14
10325,14
10326,20
10327,13
10328,14
10329,26
10330,19
10331,26
10332,19
10333,6
10334,19
10335,8
10336,14
10337,2
10338,27
10339,6
10340,14
10341,3
10342,11
10343,8
10344,19
10345,6
10346,13
10347,8
10348,6
10349,19
10350,19
10351,24
10352,19
10353,6
10354,24
10355,22
10356,16
10357,11
10358,25
10359,14
10360,20
10361,14
10362,1
10363,19
10364,13
10365,26
10366,14
10367,6
10368,17
10369,20
10370,6
10371,14
10372,15
10373,6
10374,20
10375,19
10376,22
10377,3
10378,12
10379,24
10380,14
10381,26
10382,19
10383,1
10384,14
10385,2
10386,14
10387,26
10388,13
10389,14
10390,19
10391,26
10392,19
10393,8
10394,26
10395,14
10396,22
10397,14
10398,20
10399,19
10400,3
10401,7
10402,18
10403,5
10404,19
10405,2
10406,14
10407,26
10408,26
10409,14
10410,19
10411,13
10412,1
10413,11
10414,3
10415,14
10416,20
10417,19
10418,19
10419,14
10420,12
10421,19
10422,19
10423,19
10424,19
10425,7
10426,26
10427,20
10428,14
10429,21
10430,16
10431,19
10432,6
10433,3
10434,14
10435,3
10436,7
10437,18
10438,19
10439,3
10440,26
10441,8
10442,14
10443,14
10444,25
10445,6
10446,3
10447,18
10448,14
10449,8
10450,14
10451,20
10452,1
10453,22
10454,19
10455,6
10456,16
10457,14
10458,20
10459,26
10460,19
10461,14
10462,9
10463,11
10464,22
10465,26
10466,6
10467,26
10468,14
10469,22
10470,14
10471,22
10472,19
10473,14
10474,19
10475,11
10476,3
10477,19
10478,26
10479,6
10480,20
10481,20
10482,14
10483,19
10484,20
10485,11
10486,14
10487,0
10488,26
10489,19
10490,1
10491,11
10492,20
10493,19
10494,20
10495,6
10496,14
10497,6
10498,20
10499,14
10500,19
10501,11
10502,19
10503,20
10504,20
10505,4
10506,14
10507,19
10508,26
10509,11
10510,9
10511,24
10512,16
10513,19
10514,3
10515,26
10516,14
10517,3
10518,26
10519,26
10520,24
10521,25
10522,14
10523,14
10524,22
10525,25
10526,14
10527,11
10528,19
10529,13
10530,5
10531,26
10532,14
10533,19
10534,19
10535,14
10536,20
10537,24
10538,20
10539,20
10540,6
10541,13
10542,19
10543,20
10544,11
10545,12
10546,11
10547,19
10548,14
10549,20
10550,22
10551,19
10552,11
10553,17
10554,26
10555,9
10556,20
10557,27
10558,19
10559,20
10560,19
10561,16
10562,6
10563,26
10564,18
10565,6
10566,14
10567,15
10568,11
10569,6
10570,27
10571,14
10572,20
10573,19
10574,1
10575,19
10576,15
10577,15
10578,6
10579,14
10580,26
10581,20
10582,19
10583,22
10584,11
10585,22
10586,20
10587,22
10588,19
10589,19
10590,22
10591,11
10592,22
10593,3
10594,20
10595,14
10596,14
10597,26
10598,15
10599,1
10600,3
10601,19
10602,20
10603,19
10604,20
10605,5
10606,22
10607,11
10608,19
10609,20
10610,24
10611,24
10612,26
10613,27
10614,22
10615,3
10616,18
10617,13
10618,19
10619,8
10620,14
10621,15
10622,19
10623,11
10624,14
10625,11
10626,14
10627,14
10628,15
10629,11
10630,19
10631,25
10632,20
10633,6
10634,3
10635,6
10636,22
10637,19
10638,14
10639,10
10640,19
10641,20
10642,19
10643,11
10644,14
10645,19
10646,20
10647,26
10648,20
10649,14
10650,11
10651,19
10652,22
10653,14
10654,19
10655,19
10656,20
10657,11
10658,11
10659,19
10660,14
10661,14
10662,26
10663,8
10664,19
10665,14
10666,6
10667,19
10668,8
10669,19
10670,19
10671,3
10672,19
10673,21
10674,11
10675,11
10676,19
10677,10
10678,19
10679,19
10680,26
10681,26
10682,14
10683,24
10684,19
10685,14
10686,15
10687,15
10688,19
10689,22
10690,14
10691,6
10692,8
10693,14
10694,24
10695,3
10696,14
10697,14
10698,20
10699,19
10700,19
10701,11
10702,26
10703,24
10704,6
10705,19
10706,19
10707,19
10708,14
10709,3
10710,11
10711,14
10712,6
10713,14
10714,11
10715,20
10716,27
10717,22
10718,3
10719,13
10720,14
10721,22
10722,26
10723,20
10724,14
10725,5
10726,19
10727,24
10728,19
10729,19
10730,19
10731,15
10732,22
10733,6
10734,11
10735,15
10736,19
10737,20
10738,26
10739,19
10740,14
10741,15
10742,6
10743,14
10744,14
10745,3
10746,19
10747,19
10748,11
10749,22
10750,14
10751,26
10752,20
10753,19
10754,6
10755,22
10756,14
10757,11
10758,22
10759,14
10760,6
10761,26
10762,11
10763,9
10764,11
10765,11
10766,26
10767,5
10768,3
10769,19
10770,3
10771,6
10772,13
10773,22
10774,14
10775,14
10776,14
10777,8
10778,14
10779,11
10780,19
10781,19
10782,12
10783,19
10784,6
10785,6
10786,14
10787,11
10788,19
10789,14
10790,0
10791,24
10792,22
10793,25
10794,17
10795,22
10796,14
10797,20
10798,6
10799,14
10800,19
10801,20
10802,19
10803,19
10804,16
10805,11
10806,19
10807,14
10808,26
10809,26
10810,15
10811,25
10812,8
10813,20
10814,19
10815,14
10816,6
10817,20
10818,19
10819,19
10820,22
10821,20
10822,26
10823,11
10824,20
10825,18
10826,14
10827,14
10828,19
10829,19
10830,11
10831,1
10832,19
10833,19
10834,19
10835,11
10836,19
10837,19
10838,5
10839,19
10840,11
10841,19
10842,19
10843,14
10844,22
10845,9
10846,19
10847,3
10848,16
10849,14
10850,14
10851,14
10852,19
10853,3
10854,19
10855,14
10856,19
10857,14
10858,14
10859,11
10860,19
10861,8
10862,11
10863,18
10864,14
10865,13
10866,14
10867,26
10868,20
10869,26
10870,27
10871,3
10872,11
10873,24
10874,14
10875,22
10876,24
10877,19
10878,19
10879,6
10880,20
10881,8
10882,13
10883,14
10884,13
10885,9
10886,20
10887,26
10888,22
10889,16
10890,19
10891,11
10892,1
10893,19
10894,26
10895,6
10896,26
10897,11
10898,17
10899,24
10900,20
10901,1
10902,11
10903,14
10904,26
10905,18
10906,26
10907,20
10908,14
10909,13
10910,3
10911,8
10912,10
10913,3
10914,20
10915,3
10916,14
10917,14
10918,11
10919,25
10920,22
10921,14
10922,14
10923,26
10924,15
10925,20
10926,11
10927,1
10928,19
10929,15
10930,24
10931,13
10932,20
10933,20
10934,22
10935,19
10936,19
10937,1
10938,14
10939,1
10940,6
10941,26
10942,14
10943,14
10944,12
10945,12
10946,20
10947,14
10948,14
10949,14
10950,27
10951,19
10952,20
10953,26
10954,3
10955,19
10956,19
10957,26
10958,14
10959,20
10960,26
10961,19
10962,6
10963,3
10964,22
10965,19
10966,19
10967,19
10968,22
10969,26
10970,27
10971,19
10972,26
10973,5
10974,19
10975,6
10976,26
10977,8
10978,19
10979,19
10980,19
10981,19
10982,11
10983,14
10984,16
10985,19
10986,20
10987,20
10988,19
10989,5
10990,5
10991,19
10992,11
10993,11
10994,14
10995,26
10996,19
10997,16
10998,19
10999,25
11000,24
11001,20
11002,11
11003,1
11004,11
11005,19
11006,19
11007,0
11008,20
11009,2
11010,22
11011,12
11012,14
11013,20
11014,23
11015,26
11016,20
11017,22
11018,14
11019,13
11020,19
11021,3
11022,14
11023,6
11024,26
11025,11
11026,3
11027,20
11028,26
11029,19
11030,19
11031,12
11032,18
11033,12
11034,19
11035,19
11036,5
11037,11
11038,20
11039,19
11040,13
11041,24
11042,14
11043,25
11044,19
11045,14
11046,19
11047,11
11048,20
11049,19
11050,19
11051,14
11052,20
11053,11
11054,3
11055,18
11056,14
11057,14
11058,10
11059,22
11060,5
11061,19
11062,26
11063,2
11064,26
11065,11
11066,24
11067,27
11068,26
11069,26
11070,26
11071,19
11072,14
11073,19
11074,19
11075,8
11076,22
11077,18
11078,26
11079,11
11080,19
11081,25
11082,20
11083,11
11084,11
11085,13
11086,14
11087,14
11088,18
11089,9
11090,15
11091,14
11092,6
11093,14
11094,21
11095,15
11096,26
11097,26
11098,14
11099,14
11100,3
11101,14
11102,19
11103,13
11104,26
11105,19
11106,14
11107,6
11108,24
11109,3
11110,26
11111,19
11112,14
11113,8
11114,14
11115,14
11116,14
11117,19
11118,11
11119,3
11120,3
11121,3
11122,19
11123,20
11124,15
11125,25
11126,3
11127,3
11128,14
11129,12
11130,24
11131,19
11132,6
11133,19
11134,20
11135,15
11136,14
11137,24
11138,14
11139,3
11140,19
11141,19
11142,19
11143,19
11144,9
11145,19
11146,14
11147,22
11148,14
11149,20
11150,3
11151,19
11152,11
11153,19
11154,12
11155,24
11156,14
11157,19
11158,3
11159,26
11160,19
11161,19
11162,14
11163,11
11164,19
11165,14
11166,19
11167,3
11168,14
11169,6
11170,26
11171,19
11172,19
11173,13
11174,14
11175,18
11176,1
11177,0
11178,14
11179,14
11180,8
11181,20
11182,14
11183,26
11184,14
11185,22
11186,19
11187,26
11188,26
11189,6
11190,6
11191,14
11192,19
11193,14
11194,19
11195,19
11196,19
11197,0
11198,11
11199,14
11200,14
11201,19
11202,15
11203,26
11204,11
11205,14
11206,8
11207,14
11208,14
11209,3
11210,19
11211,14
11212,19
11213,11
11214,13
11215,26
11216,19
11217,6
11218,9
11219,22
11220,5
11221,14
11222,22
11223,14
11224,14
11225,11
11226,11
11227,6
11228,20
11229,14
11230,20
11231,22
11232,12
11233,19
11234,19
11235,19
11236,20
11237,26
11238,20
11239,19
11240,19
11241,26
11242,22
11243,6
11244,19
11245,19
11246,14
11247,14
11248,14
11249,11
11250,6
11251,14
11252,19
11253,24
11254,8
11255,26
11256,19
11257,14
11258,27
11259,5
11260,20
11261,19
11262,0
11263,26
11264,20
11265,14
11266,14
11267,6
11268,19
11269,14
11270,11
11271,8
11272,14
11273,22
11274,6
11275,14
11276,14
11277,19
11278,24
11279,15
11280,14
11281,25
11282,24
11283,14
11284,25
11285,20
11286,14
11287,20
11288,20
11289,26
11290,14
11291,14
11292,14
11293,20
11294,3
11295,14
11296,14
11297,14
11298,19
11299,14
11300,14
11301,26
11302,5
11303,19
11304,14
11305,5
11306,15
11307,20
11308,11
11309,26
11310,19
11311,3
11312,14
11313,20
11314,22
11315,14
11316,24
11317,24
11318,19
11319,3
11320,20
11321,19
11322,8
11323,20
11324,11
11325,19
11326,6
11327,27
11328,26
11329,3
11330,13
11331,14
11332,19
11333,15
11334,14
11335,26
11336,11
11337,11
11338,22
11339,26
11340,13
11341,26
11342,11
11343,5
11344,19
11345,11
11346,19
11347,19
11348,26
11349,18
11350,14
11351,5
11352,14
11353,8
11354,8
11355,11
11356,14
11357,26
11358,11
11359,19
11360,8
11361,11
11362,26
11363,14
11364,19
11365,1
11366,24
11367,3
11368,14
11369,26
11370,22
11371,6
11372,19
11373,14
11374,11
11375,24
11376,20
11377,14
11378,19
11379,11
11380,20
11381,15
11382,26
11383,14
11384,9
11385,19
11386,19
11387,14
11388,26
11389,19
11390,3
11391,12
11392,15
11393,14
11394,19
11395,14
11396,6
11397,19
11398,19
11399,22
11400,6
11401,14
11402,20
11403,19
11404,19
11405,6
11406,6
11407,14
11408,20
11409,24
11410,26
11411,26
11412,26
11413,3
11414,11
11415,11
11416,11
11417,20
11418,19
11419,26
11420,25
11421,4
11422,19
11423,6
11424,3
11425,20
11426,26
11427,26
11428,11
11429,11
11430,14
11431,14
11432,3
11433,14
11434,14
11435,19
11436,14
11437,20
11438,13
11439,22
11440,19
11441,22
11442,15
11443,11
11444,25
11445,19
11446,11
11447,19
11448,20
11449,19
11450,14
11451,14
11452,11
11453,14
11454,19
11455,22
11456,14
11457,25
11458,19
11459,19
11460,20
11461,19
11462,22
11463,19
11464,14
11465,13
11466,18
11467,14
11468,3
11469,11
11470,14
11471,1
11472,6
11473,19
11474,11
11475,14
11476,14
11477,19
11478,19
11479,15
11480,8
11481,18
11482,3
11483,22
11484,24
11485,20
11486,19
11487,20
11488,22
11489,14
11490,14
11491,14
11492,14
11493,13
11494,14
11495,6
11496,11
11497,14
11498,24
11499,19
11500,19
11501,19
11502,19
11503,19
11504,8
11505,8
11506,19
11507,8
11508,26
11509,19
11510,20
11511,19
11512,6
11513,25
11514,20
11515,19
11516,11
11517,14
11518,10
11519,14
11520,14
11521,8
11522,19
11523,19
11524,14
11525,2
11526,19
11527,14
11528,11
11529,20
11530,19
11531,14
11532,26
11533,3
11534,19
11535,11
11536,11
11537,19
11538,3
11539,25
11540,14
11541,14
11542,19
11543,19
11544,11
11545,14
11546,8
11547,0
11548,11
11549,20
11550,14
11551,10
11552,14
11553,27
11554,3
11555,14
11556,19
11557,22
11558,19
11559,3
11560,14
11561,19
11562,19
11563,20
11564,14
11565,11
11566,20
11567,13
11568,6
11569,14
11570,19
11571,14
11572,19
11573,15
11574,18
11575,19
11576,19
11577,19
11578,19
11579,24
11580,19
11581,19
11582,14
11583,26
11584,19
11585,6
11586,19
11587,12
11588,22
11589,8
11590,19
11591,15
11592,6
11593,14
11594,6
11595,26
11596,26
11597,14
11598,19
11599,8
11600,14
11601,1
11602,16
11603,22
11604,22
11605,19
11606,0
11607,10
11608,11
11609,14
11610,10
11611,19
11612,19
11613,19
11614,6
11615,19
11616,6
11617,14
11618,20
11619,19
11620,20
11621,11
11622,25
11623,26
11624,6
11625,14
11626,3
11627,14
11628,14
11629,14
11630,11
11631,6
11632,14
11633,26
11634,7
11635,15
11636,14
11637,26
11638,26
11639,13
11640,19
11641,19
11642,25
11643,1
11644,14
11645,22
11646,20
11647,14
11648,1
11649,19
11650,19
11651,25
11652,19
11653,19
11654,19
11655,3
11656,19
11657,19
11658,11
11659,14
11660,3
11661,20
11662,11
11663,19
11664,19
11665,27
11666,14
11667,19
11668,14
11669,14
11670,20
11671,11
11672,26
11673,19
11674,11
11675,14
11676,20
11677,3
11678,26
11679,1
11680,19
11681,3
11682,14
11683,26
11684,19
11685,20
11686,20
11687,20
11688,14
11689,0
11690,1
11691,11
11692,25
11693,14
11694,4
11695,22
11696,25
11697,19
11698,11
11699,19
11700,19
11701,20
11702,18
11703,14
11704,3
11705,19
11706,11
11707,18
11708,24
11709,6
11710,26
11711,19
11712,22
11713,14
11714,26
11715,15
11716,14
11717,14
11718,19
11719,26
11720,19
11721,19
11722,14
11723,11
11724,8
11725,19
11726,19
11727,6
11728,14
11729,11
11730,0
11731,14
11732,19
11733,26
11734,14
11735,27
11736,19
11737,26
11738,19
11739,19
11740,19
11741,19
11742,19
11743,19
11744,19
11745,11
11746,9
11747,19
11748,14
11749,22
11750,26
11751,19
11752,19
11753,14
11754,14
11755,14
11756,19
11757,26
11758,3
11759,19
11760,1
11761,19
11762,26
11763,14
11764,19
11765,27
11766,14
11767,19
11768,26
11769,19
11770,14
11771,11
11772,6
11773,24
11774,22
11775,19
11776,26
11777,11
11778,14
11779,8
11780,14
11781,26
11782,22
11783,11
11784,22
11785,19
11786,25
11787,19
11788,6
11789,20
11790,19
11791,12
11792,11
11793,14
11794,1
11795,20
11796,17
11797,19
11798,8
11799,14
11800,19
11801,19
11802,19
11803,6
11804,20
11805,1
11806,19
11807,26
11808,19
11809,2
11810,14
11811,14
11812,22
11813,22
11814,19
11815,20
11816,20
11817,22
11818,14
11819,19
11820,20
11821,11
11822,3
11823,11
11824,3
11825,26
11826,6
11827,6
11828,20
11829,20
11830,6
11831,6
11832,20
11833,19
11834,25
11835,26
11836,1
11837,3
11838,14
11839,11
11840,11
11841,19
11842,14
11843,15
11844,19
11845,26
